doc_id,fern_file,cur_full_url,old_url,action,category,status,classification,match_type,deleted_title,deleted_slug,replacement_file,replacement_id,replacement_title,original_file,deleted_file,added_commit,added_date,added_message,deleted_commit,deleted_date,deleted_message,error,verification_status,verification_detail
a32636f9-d78f-4da7-b868-00171abcdfcf,platform/pages/platform/dashboard/administration/change-settings/index.mdx,,/platform/dashboard/guides/changing-settings-in-your-signalwire-space,redirect,matched_changed,deleted,fully_deleted,,Change settings,/platform/dashboard/guides/changing-settings-in-your-signalwire-space,,,,fern/products/platform/pages/platform/dashboard/administration/change-settings/index.mdx,fern/products/platform/pages/platform/dashboard/administration/change-settings/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
aeebd2bd-9690-4c89-bbfc-0bf98be35391,platform/pages/platform/dashboard/administration/close-account/index.mdx,,/platform/dashboard/guides/closing-a-signalwire-account,redirect,matched_changed,deleted,fully_deleted,,Close an account,/platform/dashboard/guides/closing-a-signalwire-account,,,,fern/products/platform/pages/platform/dashboard/administration/close-account/index.mdx,fern/products/platform/pages/platform/dashboard/administration/close-account/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,d7ec372d7407,2026-02-23 15:14:07 +0000,"Reorganize Platform docs: new AI tab, content consolidation, cross-product moves",,confirmed_deleted,No signature phrases found in any current page
7ab026b1-f2da-4da3-8693-c15efd79c424,platform/pages/platform/dashboard/administration/subprojects/index.mdx,,/platform/dashboard/guides/subprojects,redirect,matched_changed,deleted,fully_deleted,,Create a subproject,/platform/dashboard/guides/subprojects,,,,fern/products/platform/pages/platform/dashboard/administration/subprojects/index.mdx,fern/products/platform/pages/platform/dashboard/administration/subprojects/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
aba4f709-c3d4-4f0b-90ec-9dfbfd5db45b,platform/pages/platform/dashboard/administration/suspended-signalwire-cloud-space/index.mdx,,/platform/dashboard/guides/suspended-signalwire-cloud-space,redirect,matched_changed,deleted,fully_deleted,,Suspended spaces,/platform/dashboard/guides/suspended-signalwire-cloud-space,,,,fern/products/platform/pages/platform/dashboard/administration/suspended-signalwire-cloud-space/index.mdx,fern/products/platform/pages/platform/dashboard/administration/suspended-signalwire-cloud-space/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,d7ec372d7407,2026-02-23 15:14:07 +0000,"Reorganize Platform docs: new AI tab, content consolidation, cross-product moves",,confirmed_deleted,No signature phrases found in any current page
643a5efb-9c59-48a9-b6a1-730605d23a22,platform/pages/platform/dashboard/administration/users/index.mdx,,/platform/dashboard/guides/user-management,redirect,matched_changed,deleted,fully_deleted,,User management,/platform/dashboard/guides/user-management,,,,fern/products/platform/pages/platform/dashboard/administration/users/index.mdx,fern/products/platform/pages/platform/dashboard/administration/users/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,d7ec372d7407,2026-02-23 15:14:07 +0000,"Reorganize Platform docs: new AI tab, content consolidation, cross-product moves",,confirmed_deleted,No signature phrases found in any current page
86bfb433-5c22-4a8b-9060-aa2e3dcd0dba,platform/pages/platform/dashboard/billing/index.mdx,,/platform/dashboard/billing,no_action,matched_same,deleted,fully_deleted,,Billing,/platform/dashboard/billing,,,,fern/products/platform/pages/platform/dashboard/billing/index.mdx,fern/products/platform/pages/platform/dashboard/billing/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
f7ad4b1e-4d15-4244-a054-a4100871c5a4,platform/pages/platform/dashboard/logs/index.mdx,,/platform/dashboard/guides/export-logs-from-your-signalwire-space,redirect,matched_changed,deleted,fully_deleted,,Logs,/platform/dashboard/guides/export-logs-from-your-signalwire-space,,,,fern/products/platform/pages/platform/dashboard/logs/index.mdx,fern/products/platform/pages/platform/dashboard/logs/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
a9366853-7014-4153-9142-e2331aba7ccf,platform/pages/platform/dashboard/overview.mdx,,/platform/dashboard,no_action,matched_same,deleted,fully_deleted,,Dashboard,/platform/dashboard,,,,fern/products/platform/pages/platform/dashboard/overview.mdx,fern/products/platform/pages/platform/dashboard/overview.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
26acce14-7ee9-47ed-b5e6-4df839ed36eb,platform/pages/platform/integrations/CRM/zoho-crm-click-to-call/index.mdx,,/platform/integrations/crm/zoho-crm-click-to-call,redirect,matched_changed,deleted,fully_deleted,,Zoho CRM Click-to-Call,/platform/integrations/crm/zoho-crm-click-to-call,,,,fern/products/platform/pages/platform/integrations/CRM/zoho-crm-click-to-call/index.mdx,fern/products/platform/pages/platform/integrations/CRM/zoho-crm-click-to-call/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
46e6f58e-1c10-43d2-b983-b714b1aa1f41,platform/pages/platform/integrations/FreeSWITCH/freeswitch-crash-getting-a-backtrace-from-a-core-dump.mdx,,/platform/integrations/freeswitch/freeswitch-crash-getting-a-backtrace-from-a-core-dump,redirect,matched_changed,deleted,fully_deleted,,Backtracing from a core dump,/platform/integrations/freeswitch/freeswitch-crash-getting-a-backtrace-from-a-core-dump,,,,fern/products/platform/pages/platform/integrations/FreeSWITCH/freeswitch-crash-getting-a-backtrace-from-a-core-dump.mdx,fern/products/platform/pages/platform/integrations/FreeSWITCH/freeswitch-crash-getting-a-backtrace-from-a-core-dump.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,ed9de568878f,2026-02-23 21:17:26 +0000,"Consolidate and trim Platform content: fold pages, delete obsolete docs",,confirmed_deleted,No signature phrases found in any current page
49e96d5c-02c5-4a9f-95ea-01dd7055e431,platform/pages/platform/integrations/FreeSWITCH/freeswitch-memory-address-and-memory-pool-sanitizer.mdx,,/platform/integrations/freeswitch/freeswitch-memory-address-and-memory-pool-sanitizer,redirect,matched_changed,deleted,fully_deleted,,FreeSWITCH memory address and memory pool sanitizer,/platform/integrations/freeswitch/freeswitch-memory-address-and-memory-pool-sanitizer,,,,fern/products/platform/pages/platform/integrations/FreeSWITCH/freeswitch-memory-address-and-memory-pool-sanitizer.mdx,fern/products/platform/pages/platform/integrations/FreeSWITCH/freeswitch-memory-address-and-memory-pool-sanitizer.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,ed9de568878f,2026-02-23 21:17:26 +0000,"Consolidate and trim Platform content: fold pages, delete obsolete docs",,confirmed_deleted,No signature phrases found in any current page
bf4654a7-56d0-43ee-8162-6e779570b6bb,platform/pages/platform/integrations/carriers/bring-your-own-carrier-byoc-thinq/index.mdx,,/platform/integrations/carriers/thinq,redirect,matched_changed,deleted,fully_deleted,,ThinQ,/platform/integrations/carriers/thinq,,,,fern/products/platform/pages/platform/integrations/carriers/bring-your-own-carrier-byoc-thinq/index.mdx,fern/products/platform/pages/platform/integrations/carriers/bring-your-own-carrier-byoc-thinq/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
2c3cdfb7-ed54-477f-a48c-45fd3e9fd82c,platform/pages/platform/integrations/dialogflow/dialogflow-agents/index.mdx,,/platform/integrations/dialogflow/dialogflow-agents,redirect,matched_changed,deleted,fully_deleted,,Integrating with Dialogflow agents,/platform/integrations/dialogflow/dialogflow-agents,,,,fern/products/platform/pages/platform/integrations/dialogflow/dialogflow-agents/index.mdx,fern/products/platform/pages/platform/integrations/dialogflow/dialogflow-agents/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
6126d0d3-39e6-4cea-a070-8ddf822f576b,platform/pages/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms.mdx,,/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms,redirect,matched_changed,deleted,fully_deleted,,Caller ID & sending SMS via Dialogflow,/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms,,,,fern/products/platform/pages/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms.mdx,fern/products/platform/pages/platform/integrations/dialogflow/dialogflow-using-nodejs-to-get-caller-id-send-sms.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
b961d125-20e2-43bb-89db-ba2ab2b0ab32,platform/pages/platform/integrations/messaging-services/how-to-configure-textable-app-with-your-signalwire-account/index.mdx,,/platform/integrations/messaging-services/textable,redirect,matched_changed,deleted,fully_deleted,,Textable app,/platform/integrations/messaging-services/textable,,,,fern/products/platform/pages/platform/integrations/messaging-services/how-to-configure-textable-app-with-your-signalwire-account/index.mdx,fern/products/platform/pages/platform/integrations/messaging-services/how-to-configure-textable-app-with-your-signalwire-account/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
5e69f7c2-629c-4c62-a1df-3463c2f1d9e7,platform/pages/platform/integrations/messaging-services/textit/index.mdx,,/platform/integrations/messaging-services/textit,redirect,matched_changed,deleted,fully_deleted,,TextIt,/platform/integrations/messaging-services/textit,,,,fern/products/platform/pages/platform/integrations/messaging-services/textit/index.mdx,fern/products/platform/pages/platform/integrations/messaging-services/textit/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
da035caa-39a9-41d1-8132-0ad205d30cdf,platform/pages/platform/integrations/serverless-functions/google-cloud-functions.mdx,,/platform/integrations/serverless-functions/google-cloud-functions,redirect,matched_changed,deleted,fully_deleted,keywords:mismatch,Google Cloud Functions,/platform/integrations/serverless-functions/google-cloud-functions,,,,fern/products/platform/pages/platform/integrations/serverless-functions/google-cloud-functions.mdx,fern/products/platform/pages/platform/integrations/serverless-functions/google-cloud-functions.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,mismatch,"Wrong match: deleted page about serverless functions, replacement about TTS"
1eb3fbed-0873-4027-9fb8-c5e85d8f72df,platform/pages/platform/integrations/serverless-functions/microsoft-azure-functions.mdx,,/platform/integrations/serverless-functions/microsoft-azure-functions,redirect,matched_changed,deleted,fully_deleted,,Microsoft Azure Functions,/platform/integrations/serverless-functions/microsoft-azure-functions,,,,fern/products/platform/pages/platform/integrations/serverless-functions/microsoft-azure-functions.mdx,fern/products/platform/pages/platform/integrations/serverless-functions/microsoft-azure-functions.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
a0ce48b5-e11a-48db-929e-7c50522111fa,platform/pages/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat/index.mdx,,/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat,redirect,matched_changed,deleted,fully_deleted,,Integromat,/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat,,,,fern/products/platform/pages/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat/index.mdx,fern/products/platform/pages/platform/integrations/workflow-tools/how-to-integrate-signalwire-into-integromat/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
c0a4410f-7d37-4d2f-b6a9-fd2411ffc0e3,platform/pages/platform/integrations/workflow-tools/zapier/creating-a-zap/index.mdx,,/platform/integrations/workflow-tools/zapier/creating-a-zapier-zap,redirect,matched_changed,deleted,fully_deleted,,Creating a Zapier zap,/platform/integrations/workflow-tools/zapier/creating-a-zapier-zap,,,,fern/products/platform/pages/platform/integrations/workflow-tools/zapier/creating-a-zap/index.mdx,fern/products/platform/pages/platform/integrations/workflow-tools/zapier/creating-a-zap/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
5cfb029a-ec1e-4583-b365-7db4953d6518,platform/pages/platform/integrations/workflow-tools/zapier/use-webhooks-by-zapier-with-signalwires-apis/index.mdx,,/platform/integrations/workflow-tools/zapier/how-to-use-zapier-webhooks,redirect,matched_changed,deleted,fully_deleted,,Zapier webhooks,/platform/integrations/workflow-tools/zapier/how-to-use-zapier-webhooks,,,,fern/products/platform/pages/platform/integrations/workflow-tools/zapier/use-webhooks-by-zapier-with-signalwires-apis/index.mdx,fern/products/platform/pages/platform/integrations/workflow-tools/zapier/use-webhooks-by-zapier-with-signalwires-apis/index.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7c1cadc6873f,2026-02-20 20:45:05 +0000,Remove outdated and deprecated platform docs,,confirmed_deleted,No signature phrases found in any current page
c836f85c-b0b9-450a-b190-29240dfa3024,platform/pages/platform/phone-numbers/guides/status-callbacks/10dlc-tcr-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/10dlc-tcr-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/10dlc-tcr-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/10dlc-tcr-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
34708ec3-5b24-4c5c-bcb4-f9e972a56cd4,platform/pages/platform/phone-numbers/guides/status-callbacks/inbound-calls-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/inbound-calls-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/inbound-calls-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/inbound-calls-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
a23699bb-3d5d-41df-8fe4-6ac5f0042aac,platform/pages/platform/phone-numbers/guides/status-callbacks/overview.mdx,,/platform/phone-numbers/guides/status-callbacks/overview,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/overview.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/overview.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
6f1523f4-f047-42ab-ba81-73d31c1d2001,platform/pages/platform/phone-numbers/guides/status-callbacks/recording-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/recording-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/recording-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/recording-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
25c63841-fd23-4bc7-91d6-6f1e439eadc8,platform/pages/platform/phone-numbers/guides/status-callbacks/sms-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/sms-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/sms-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/sms-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
9c9ca292-6ed4-40b5-a21b-a250814e7da4,platform/pages/platform/phone-numbers/guides/status-callbacks/transcription-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/transcription-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/transcription-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/transcription-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
e9a4e8f4-6032-4e29-95f4-84daa860780d,platform/pages/platform/phone-numbers/guides/status-callbacks/voice-status-callbacks.mdx,,/platform/phone-numbers/guides/status-callbacks/voice-status-callbacks,redirect,known_deleted,deleted,fully_deleted,,,,,,,fern/products/platform/pages/platform/phone-numbers/guides/status-callbacks/voice-status-callbacks.mdx,fern/products/platform/pages/platform/phone-numbers/status-callbacks/voice-status-callbacks.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,0614fc596015,2026-02-23 20:42:50 +0000,"Continue platform reorg: page moves, deletions, sidebar cleanup",,confirmed_deleted,No signature phrases found in any current page
e39988a0-9bb4-472b-804f-a43959fa94ed,realtime-sdk/pages/v2/guides/voice/stop-robocalls-with-signalwires-communication-api.mdx,/v2/guides/v2-vs-v3,/sdks/realtime-sdk/v2/guides/voice/stop-robocalls,redirect,slug_changed,deleted,fully_deleted,,Stop Robocalls with SignalWire's Communication API,guides/stop-robocalls,,,,fern/products/realtime-sdk/pages/v2/guides/voice/stop-robocalls-with-signalwires-communication-api.mdx,fern/products/realtime-sdk/pages/v2/guides/voice/stop-robocalls-with-signalwires-communication-api.mdx,678974439a5a,2026-02-16 20:03:05 +0000,add `id` UUIDs to every page's frontmatter,7ce1aab650af,2026-02-23 23:23:14 +0545,remove old guides,,confirmed_deleted,No signature phrases found in any current page
