assign,old_url,action,category,confidence,"old_link (based on column B, old_url)","new_link (based on column P, cur_full_url)",valid_match,notes,fern_file,cur_product_slug,cur_version_slug,cur_tab_slug,cur_page_slug,cur_full_url,"prop_product_slug
red = mismatch with cur",prop_version_slug,prop_page_slug,prop_full_url (generated from prev 3 cols),approved OR updated,doc_id,notes,notes 2
Manny,/sdks/agents-sdk/api/cli-sw-search,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/cli-sw-search,signalwire.docs.buildwithfern.com/agents-sdk/api/cli-sw-search,y,,agents-sdk/pages/reference/cli-sw-search.mdx,agents-sdk,,reference,/api/cli-sw-search,/agents-sdk/api/cli-sw-search,agents-sdk,,/python/reference/cli-sw-search,/agents-sdk/python/reference/cli-sw-search,TRUE,fe965e69-bac0-4bfe-8531-ed87e2f0487f,,
Manny,/sdks/agents-sdk/api/cli/swaig-test,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/cli/swaig-test,signalwire.docs.buildwithfern.com/agents-sdk/api/cli/swaig-test,y,,agents-sdk/pages/reference/cli-swaig-test.mdx,agents-sdk,,reference,/api/cli/swaig-test,/agents-sdk/api/cli/swaig-test,agents-sdk,,/python/reference/cli-swaig-test,/agents-sdk/python/reference/cli-swaig-test,TRUE,e90ad5a3-a784-45b5-b2a0-62c5b6b2d56c,,
Manny,/sdks/agents-sdk/api/configuration,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/configuration,signalwire.docs.buildwithfern.com/agents-sdk/api/configuration,y,,agents-sdk/pages/reference/config-files.mdx,agents-sdk,,reference,/api/configuration,/agents-sdk/api/configuration,agents-sdk,,/python/reference/configuration,/agents-sdk/python/reference/configuration,TRUE,94f90d26-2e5f-4ed4-abd0-34e1ab86f103,,
Manny,/sdks/agents-sdk/api/contexts,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/contexts,signalwire.docs.buildwithfern.com/agents-sdk/api/contexts,y,,agents-sdk/pages/reference/contexts.mdx,agents-sdk,,reference,/api/contexts,/agents-sdk/api/contexts,agents-sdk,,/python/reference/contexts,/agents-sdk/python/reference/contexts,TRUE,bcdfa439-b2f4-4012-9d50-3a66bec48e5c,,
Manny,/sdks/agents-sdk/api/data-map,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/data-map,signalwire.docs.buildwithfern.com/agents-sdk/api/data-map,y,,agents-sdk/pages/reference/data-map.mdx,agents-sdk,,reference,/api/data-map,/agents-sdk/api/data-map,agents-sdk,,/python/reference/data-map,/agents-sdk/python/reference/data-map,TRUE,89b470e8-79ec-4695-8a02-510813ade919,,
Manny,/sdks/agents-sdk/api/environment-variables,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/environment-variables,signalwire.docs.buildwithfern.com/agents-sdk/api/environment-variables,y,,agents-sdk/pages/reference/environment-variables.mdx,agents-sdk,,reference,/api/environment-variables,/agents-sdk/api/environment-variables,agents-sdk,,/python/reference/environment-variables,/agents-sdk/python/reference/environment-variables,TRUE,095d2ebc-0d0f-404b-8607-b49e0cb85310,,
Manny,/sdks/agents-sdk/api/function-result,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/function-result,signalwire.docs.buildwithfern.com/agents-sdk/api/function-result,y,,agents-sdk/pages/reference/function-result.mdx,agents-sdk,,reference,/api/function-result,/agents-sdk/api/function-result,agents-sdk,,/python/reference/function-result,/agents-sdk/python/reference/function-result,TRUE,f670923b-dff6-4cd1-ae75-15177c3a0fb0,,
Manny,/sdks/agents-sdk/api/skill-base,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/skill-base,signalwire.docs.buildwithfern.com/agents-sdk/api/skill-base,y,,agents-sdk/pages/reference/skill-base.mdx,agents-sdk,,reference,/api/skill-base,/agents-sdk/api/skill-base,agents-sdk,,/python/reference/skill-base,/agents-sdk/python/reference/skill-base,TRUE,314d6887-9c5e-4cf2-a16a-646b7048c59d,,
Manny,/sdks/agents-sdk/api/swaig-function,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/swaig-function,signalwire.docs.buildwithfern.com/agents-sdk/api/swaig-function,y,,agents-sdk/pages/reference/swaig-function.mdx,agents-sdk,,reference,/api/swaig-function,/agents-sdk/api/swaig-function,agents-sdk,,/python/reference/swaig-function,/agents-sdk/python/reference/swaig-function,TRUE,5f78d171-a73e-47b7-a81d-a7c2561526c1,,
Manny,/sdks/agents-sdk/api/swml-schema,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/swml-schema,signalwire.docs.buildwithfern.com/agents-sdk/api/swml-schema,y,,agents-sdk/pages/reference/swml-schema.mdx,agents-sdk,,reference,/api/swml-schema,/agents-sdk/api/swml-schema,agents-sdk,,/python/reference/swml-schema,/agents-sdk/python/reference/swml-schema,TRUE,ba0b8662-5987-40d7-a543-7b206ddab412,,
Manny,/sdks/agents-sdk/api/swml-service,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/api/swml-service,signalwire.docs.buildwithfern.com/agents-sdk/api/swml-service,y,,agents-sdk/pages/reference/swml-service.mdx,agents-sdk,,reference,/api/swml-service,/agents-sdk/api/swml-service,agents-sdk,,/python/reference/swml-service,/agents-sdk/python/reference/swml-service,TRUE,c38c7b47-c528-4fab-adb5-f2d8f0872549,,
Manny,/sdks/agents-sdk/appendix/ai-parameters-reference,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/ai-parameters-reference,signalwire.docs.buildwithfern.com/agents-sdk/appendix/ai-parameters-reference,y,,agents-sdk/pages/appendix/ai-parameters.mdx,agents-sdk,,reference,/appendix/ai-parameters-reference,/agents-sdk/appendix/ai-parameters-reference,agents-sdk,,/python/reference/ai-parameters-reference,/agents-sdk/python/reference/ai-parameters-reference,TRUE,aaae7930-f829-4a3b-9be6-49f45f9069ec,,
Manny,/sdks/agents-sdk/appendix/best-practices,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/best-practices,signalwire.docs.buildwithfern.com/agents-sdk/appendix/best-practices,y,,agents-sdk/pages/appendix/best-practices.mdx,agents-sdk,,reference,/appendix/best-practices,/agents-sdk/appendix/best-practices,agents-sdk,,/python/reference/best-practices,/agents-sdk/python/reference/best-practices,TRUE,fb6dd46f-b6bc-4493-84ca-ce536f77eeb4,,
Manny,/sdks/agents-sdk/appendix/changelog,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/changelog,signalwire.docs.buildwithfern.com/agents-sdk/appendix/changelog,y,,agents-sdk/pages/appendix/changelog.mdx,agents-sdk,,reference,/appendix/changelog,/agents-sdk/appendix/changelog,agents-sdk,,/python/reference/changelog,/agents-sdk/python/reference/changelog,TRUE,4c6ed2f7-f4d9-455c-9612-15cfbe9716b8,,
Manny,/sdks/agents-sdk/appendix/migration,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/migration,signalwire.docs.buildwithfern.com/agents-sdk/appendix/migration,y,,agents-sdk/pages/appendix/migration.mdx,agents-sdk,,reference,/appendix/migration,/agents-sdk/appendix/migration,agents-sdk,,/python/reference/migration,/agents-sdk/python/reference/migration,TRUE,87063ae0-9422-46a8-8684-f49b2cc81c39,,
Manny,/sdks/agents-sdk/appendix/patterns,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/patterns,signalwire.docs.buildwithfern.com/agents-sdk/appendix/patterns,y,,agents-sdk/pages/appendix/patterns.mdx,agents-sdk,,reference,/appendix/patterns,/agents-sdk/appendix/patterns,agents-sdk,,/python/reference/patterns,/agents-sdk/python/reference/patterns,TRUE,9859e327-2ae5-45b7-b116-20cf3665a011,,
Manny,/sdks/agents-sdk/appendix/troubleshooting,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/appendix/troubleshooting,signalwire.docs.buildwithfern.com/agents-sdk/appendix/troubleshooting,y,,agents-sdk/pages/appendix/troubleshooting.mdx,agents-sdk,,reference,/appendix/troubleshooting,/agents-sdk/appendix/troubleshooting,agents-sdk,,/python/reference/troubleshooting,/agents-sdk/python/reference/troubleshooting,TRUE,e80f471a-2293-468d-b4e6-45f1d4e89674,,
Manny,/sdks/agents-sdk/building-agents/agent-base,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/agent-base,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/agent-base,y,,agents-sdk/pages/building-agents/agent-base.mdx,agents-sdk,,guides,/building-agents/agent-base,/agents-sdk/building-agents/agent-base,agents-sdk,,/python/guides/agent-base,/agents-sdk/python/guides/agent-base,TRUE,a7dee78a-4e34-4284-8428-d28d8a41d547,,
Manny,/sdks/agents-sdk/building-agents/ai-parameters,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/ai-parameters,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/ai-parameters,y,,agents-sdk/pages/building-agents/ai-parameters.mdx,agents-sdk,,guides,/building-agents/ai-parameters,/agents-sdk/building-agents/ai-parameters,agents-sdk,,/python/guides/ai-parameters,/agents-sdk/python/guides/ai-parameters,TRUE,1b66ede0-c70b-47bb-8223-cf226dde29ff,,
Manny,/sdks/agents-sdk/building-agents/call-flow,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/call-flow,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/call-flow,y,,agents-sdk/pages/building-agents/call-flow.mdx,agents-sdk,,guides,/building-agents/call-flow,/agents-sdk/building-agents/call-flow,agents-sdk,,/python/guides/call-flow,/agents-sdk/python/guides/call-flow,TRUE,67526254-045e-48ed-8b07-3086ff97d47b,,
Manny,/sdks/agents-sdk/building-agents/hints,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/hints,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/hints,y,,agents-sdk/pages/building-agents/hints.mdx,agents-sdk,,guides,/building-agents/hints,/agents-sdk/building-agents/hints,agents-sdk,,/python/guides/hints,/agents-sdk/python/guides/hints,TRUE,149421db-4938-457c-8be7-5a0bffe6b730,,
Manny,/sdks/agents-sdk/building-agents/prompts-pom,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/prompts-pom,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/prompts-pom,y,,agents-sdk/pages/building-agents/prompts-pom.mdx,agents-sdk,,guides,/building-agents/prompts-pom,/agents-sdk/building-agents/prompts-pom,agents-sdk,,/python/guides/prompts-pom,/agents-sdk/python/guides/prompts-pom,TRUE,69aa9bc5-a295-4528-bd57-012d05401d22,,
Manny,/sdks/agents-sdk/building-agents/static-vs-dynamic,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/static-vs-dynamic,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/static-vs-dynamic,y,,agents-sdk/pages/building-agents/static-vs-dynamic.mdx,agents-sdk,,guides,/building-agents/static-vs-dynamic,/agents-sdk/building-agents/static-vs-dynamic,agents-sdk,,/python/guides/static-vs-dynamic,/agents-sdk/python/guides/static-vs-dynamic,TRUE,6527bb24-bf46-46ea-982d-c1194c8923d8,,
Manny,/sdks/agents-sdk/building-agents/voice-language,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/building-agents/voice-language,signalwire.docs.buildwithfern.com/agents-sdk/building-agents/voice-language,y,,agents-sdk/pages/building-agents/voice-language.mdx,agents-sdk,,guides,/building-agents/voice-language,/agents-sdk/building-agents/voice-language,agents-sdk,,/python/guides/voice-language,/agents-sdk/python/guides/voice-language,TRUE,ca0bbd75-cf3f-49c9-a0d2-b4c077dcdd57,,
Manny,/sdks/agents-sdk/core-concepts/architecture,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/core-concepts/architecture,signalwire.docs.buildwithfern.com/agents-sdk/core-concepts/architecture,y,,agents-sdk/pages/core-concepts/architecture.mdx,agents-sdk,,guides,/core-concepts/architecture,/agents-sdk/core-concepts/architecture,agents-sdk,,/python/guides/architecture,/agents-sdk/python/guides/architecture,TRUE,96d66ef2-81a7-46e4-bf09-0154b214dd2f,,
Manny,/sdks/agents-sdk/core-concepts/lifecycle,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/core-concepts/lifecycle,signalwire.docs.buildwithfern.com/agents-sdk/core-concepts/lifecycle,y,,agents-sdk/pages/core-concepts/lifecycle.mdx,agents-sdk,,guides,/core-concepts/lifecycle,/agents-sdk/core-concepts/lifecycle,agents-sdk,,/python/guides/lifecycle,/agents-sdk/python/guides/lifecycle,TRUE,abcbe047-e445-4a08-b329-b2ff4768d742,,
Manny,/sdks/agents-sdk/core-concepts/security,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/core-concepts/security,signalwire.docs.buildwithfern.com/agents-sdk/core-concepts/security,y,,agents-sdk/pages/core-concepts/security.mdx,agents-sdk,,guides,/core-concepts/security,/agents-sdk/core-concepts/security,agents-sdk,,/python/guides/security,/agents-sdk/python/guides/security,TRUE,026bca95-e837-482d-adb0-1cb9d3afe571,,
Manny,/sdks/agents-sdk/core-concepts/swaig,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/core-concepts/swaig,signalwire.docs.buildwithfern.com/agents-sdk/core-concepts/swaig,y,,agents-sdk/pages/core-concepts/swaig.mdx,agents-sdk,,guides,/core-concepts/swaig,/agents-sdk/core-concepts/swaig,agents-sdk,,/python/guides/swaig,/agents-sdk/python/guides/swaig,TRUE,2cdf93f6-1e00-4da3-9b78-93f922a48836,,
Manny,/sdks/agents-sdk/core-concepts/swml,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/core-concepts/swml,signalwire.docs.buildwithfern.com/agents-sdk/core-concepts/swml,y,,agents-sdk/pages/core-concepts/swml.mdx,agents-sdk,,guides,/core-concepts/swml,/agents-sdk/core-concepts/swml,agents-sdk,,/python/guides/swml,/agents-sdk/python/guides/swml,TRUE,48203978-cf37-4dfa-aae1-e276ef77c646,,
Manny,/sdks/agents-sdk/deployment/cgi-mode,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/deployment/cgi-mode,signalwire.docs.buildwithfern.com/agents-sdk/deployment/cgi-mode,y,,agents-sdk/pages/deployment/cgi-mode.mdx,agents-sdk,,guides,/deployment/cgi-mode,/agents-sdk/deployment/cgi-mode,agents-sdk,,/python/guides/cgi-mode,/agents-sdk/python/guides/cgi-mode,TRUE,b009f455-6de2-41f3-aaf2-7a1b0b1478d0,,
Manny,/sdks/agents-sdk/deployment/docker-kubernetes,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/deployment/docker-kubernetes,signalwire.docs.buildwithfern.com/agents-sdk/deployment/docker-kubernetes,y,,agents-sdk/pages/deployment/docker-kubernetes.mdx,agents-sdk,,guides,/deployment/docker-kubernetes,/agents-sdk/deployment/docker-kubernetes,agents-sdk,,/python/guides/docker-kubernetes,/agents-sdk/python/guides/docker-kubernetes,TRUE,e855515f-662e-4a0f-9e68-70ab6e07c4df,,
Manny,/sdks/agents-sdk/deployment/local-development,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/deployment/local-development,signalwire.docs.buildwithfern.com/agents-sdk/deployment/local-development,y,,agents-sdk/pages/deployment/local-development.mdx,agents-sdk,,guides,/deployment/local-development,/agents-sdk/deployment/local-development,agents-sdk,,/python/guides/local-development,/agents-sdk/python/guides/local-development,TRUE,7c6d5ec9-7fcd-427f-b042-b77989fe60f8,,
Manny,/sdks/agents-sdk/deployment/production,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/deployment/production,signalwire.docs.buildwithfern.com/agents-sdk/deployment/production,y,,agents-sdk/pages/deployment/production.mdx,agents-sdk,,guides,/deployment/production,/agents-sdk/deployment/production,agents-sdk,,/python/guides/production,/agents-sdk/python/guides/production,TRUE,872efc00-1e81-411b-865f-894593264987,,
Manny,/sdks/agents-sdk/deployment/serverless,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/deployment/serverless,signalwire.docs.buildwithfern.com/agents-sdk/deployment/serverless,y,,agents-sdk/pages/deployment/serverless.mdx,agents-sdk,,guides,/deployment/serverless,/agents-sdk/deployment/serverless,agents-sdk,,/python/guides/serverless,/agents-sdk/python/guides/serverless,TRUE,4f110c07-0e55-4e83-a007-ddf446729d8d,,
Manny,/sdks/agents-sdk/dev-environment,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/dev-environment,signalwire.docs.buildwithfern.com/agents-sdk/dev-environment,y,,agents-sdk/pages/getting-started/dev-environment.mdx,agents-sdk,,guides,/dev-environment,/agents-sdk/dev-environment,agents-sdk,,/python/guides/dev-environment,/agents-sdk/python/guides/dev-environment,TRUE,3fea2e6f-ac0d-4378-b6f6-3a82d20693e3,,
Manny,/sdks/agents-sdk/examples/by-complexity,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/examples/by-complexity,signalwire.docs.buildwithfern.com/agents-sdk/examples/by-complexity,y,,agents-sdk/pages/examples/by-complexity.mdx,agents-sdk,,guides,/examples/by-complexity,/agents-sdk/examples/by-complexity,agents-sdk,,/python/guides/by-complexity,/agents-sdk/python/guides/by-complexity,TRUE,98b1a21f-9b24-4376-91d2-c32816770da4,,
Manny,/sdks/agents-sdk/examples/by-feature,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/examples/by-feature,signalwire.docs.buildwithfern.com/agents-sdk/examples/by-feature,y,,agents-sdk/pages/examples/by-feature.mdx,agents-sdk,,guides,/examples/by-feature,/agents-sdk/examples/by-feature,agents-sdk,,/python/guides/by-feature,/agents-sdk/python/guides/by-feature,TRUE,4d47c5d8-168d-4763-a526-7d021943c320,,
Manny,/sdks/agents-sdk/exposing-agents,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/exposing-agents,signalwire.docs.buildwithfern.com/agents-sdk/exposing-agents,y,,agents-sdk/pages/getting-started/exposing-agents.mdx,agents-sdk,,guides,/exposing-agents,/agents-sdk/exposing-agents,agents-sdk,,/python/guides/exposing-agents,/agents-sdk/python/guides/exposing-agents,TRUE,be97d959-5a14-4d49-946d-e6a6d7b69199,,
Manny,/sdks/agents-sdk/installation,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/installation,signalwire.docs.buildwithfern.com/agents-sdk/installation,y,,agents-sdk/pages/getting-started/installation.mdx,agents-sdk,,guides,/installation,/agents-sdk/installation,agents-sdk,,/python/guides/installation,/agents-sdk/python/guides/installation,TRUE,c8af4d44-e2d7-47b2-8857-6b036bb5dc86,,
Manny,/sdks/agents-sdk/prefabs/concierge,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/prefabs/concierge,signalwire.docs.buildwithfern.com/agents-sdk/prefabs/concierge,y,,agents-sdk/pages/prefabs/concierge.mdx,agents-sdk,,guides,/prefabs/concierge,/agents-sdk/prefabs/concierge,agents-sdk,,/python/guides/concierge,/agents-sdk/python/guides/concierge,TRUE,d614bf52-6da5-4217-9cae-5966464498db,,
Manny,/sdks/agents-sdk/prefabs/faq-bot,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/prefabs/faq-bot,signalwire.docs.buildwithfern.com/agents-sdk/prefabs/faq-bot,y,,agents-sdk/pages/prefabs/faq-bot.mdx,agents-sdk,,guides,/prefabs/faq-bot,/agents-sdk/prefabs/faq-bot,agents-sdk,,/python/guides/faq-bot,/agents-sdk/python/guides/faq-bot,TRUE,a7ad62c8-af7c-44a9-8809-e520f9007e49,,
Manny,/sdks/agents-sdk/prefabs/info-gatherer,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/prefabs/info-gatherer,signalwire.docs.buildwithfern.com/agents-sdk/prefabs/info-gatherer,y,,agents-sdk/pages/prefabs/info-gatherer.mdx,agents-sdk,,guides,/prefabs/info-gatherer,/agents-sdk/prefabs/info-gatherer,agents-sdk,,/python/guides/info-gatherer,/agents-sdk/python/guides/info-gatherer,TRUE,54c7afd0-5b9c-44ad-92e4-f9b62d110f27,,
Manny,/sdks/agents-sdk/prefabs/receptionist,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/prefabs/receptionist,signalwire.docs.buildwithfern.com/agents-sdk/prefabs/receptionist,y,,agents-sdk/pages/prefabs/receptionist.mdx,agents-sdk,,guides,/prefabs/receptionist,/agents-sdk/prefabs/receptionist,agents-sdk,,/python/guides/receptionist,/agents-sdk/python/guides/receptionist,TRUE,59a7b21a-5b44-40bc-878e-906773a5dfc3,,
Manny,/sdks/agents-sdk/prefabs/survey,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/prefabs/survey,signalwire.docs.buildwithfern.com/agents-sdk/prefabs/survey,y,,agents-sdk/pages/prefabs/survey.mdx,agents-sdk,,guides,/prefabs/survey,/agents-sdk/prefabs/survey,agents-sdk,,/python/guides/survey,/agents-sdk/python/guides/survey,TRUE,9beff876-7742-4903-9a5c-b548e2ae2d3e,,
Manny,/sdks/agents-sdk/quickstart,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/quickstart,signalwire.docs.buildwithfern.com/agents-sdk/quickstart,y,,agents-sdk/pages/getting-started/quickstart.mdx,agents-sdk,,guides,/quickstart,/agents-sdk/quickstart,agents-sdk,,/python/guides/quickstart,/agents-sdk/python/guides/quickstart,TRUE,f0f46679-2f87-463b-8dbd-903e463864b2,,
Manny,/sdks/agents-sdk/signalwire-integration/account-setup,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/signalwire-integration/account-setup,signalwire.docs.buildwithfern.com/agents-sdk/signalwire-integration/account-setup,y,,agents-sdk/pages/signalwire-integration/account-setup.mdx,agents-sdk,,guides,/signalwire-integration/account-setup,/agents-sdk/signalwire-integration/account-setup,agents-sdk,,/python/guides/account-setup,/agents-sdk/python/guides/account-setup,TRUE,7f5f7aec-386d-4e16-a2b1-467abe4be310,,
Manny,/sdks/agents-sdk/signalwire-integration/mapping-numbers,redirect,matched_changed,1,developer.signalwire.com/sdks/agents-sdk/signalwire-integration/mapping-numbers,signalwire.docs.buildwithfern.com/agents-sdk/signalwire-integration/mapping-numbers,y,,agents-sdk/pages/signalwire-integration/mapping-numbers.mdx,agents-sdk,,guides,/signalwire-integration/mapping-numbers,/agents-sdk/signalwire-integration/mapping-numbers,agents-sdk,,/python/guides/mapping-numbers,/agents-sdk/python/guides/mapping-numbers,TRUE,b2e1008b-2d62-43d9-9aa1-eced00679a4b,,
