broken_url,found_on,source_file,line,old,new,confidence,rule
/docs/agents-sdk/reference/cli-swaig-test,/docs/agents-sdk/python/guides/quickstart,fern/products/agents-sdk/pages/getting-started/quickstart.mdx,220,- **[CLI tools](/docs/agents-sdk/reference/cli-swaig-test)**: Test and debug your agents with the command-line interface,- **[CLI tools](/docs/agents-sdk/python/reference/cli-swaig-test)**: Test and debug your agents with the command-line interface,fuzzy,tail-match-2
/docs/agents-sdk/advanced/mcp-gateway,/docs/agents-sdk/python/guides/builtin-skills,fern/products/agents-sdk/pages/skills/builtin-skills.mdx,513,- MCP Gateway service running (see [MCP Gateway](/docs/agents-sdk/advanced/mcp-gateway)),- MCP Gateway service running (see [MCP Gateway](/docs/agents-sdk/python/guides/mcp-gateway)),fuzzy,agents-sdk-remap
/docs/agents-sdk/advanced/mcp-gateway,/docs/agents-sdk/python/guides/builtin-skills,fern/products/agents-sdk/pages/skills/builtin-skills.mdx,576,"For detailed setup and configuration, see [MCP Gateway](/docs/agents-sdk/advanced/mcp-gateway).","For detailed setup and configuration, see [MCP Gateway](/docs/agents-sdk/python/guides/mcp-gateway).",fuzzy,agents-sdk-remap
/docs/agents-sdk/skills/adding-skills,/docs/agents-sdk/python/guides/understanding-skills,fern/products/agents-sdk/pages/skills/understanding-skills.mdx,85,| [Adding Skills](/docs/agents-sdk/skills/adding-skills) | How to use skills in your agents |,| [Adding Skills](/docs/agents-sdk/python/guides/understanding-skills) | How to use skills in your agents |,auto,known-redirect-2
/docs/agents-sdk/skills/custom,/docs/agents-sdk/python/guides/understanding-skills,fern/products/agents-sdk/pages/skills/understanding-skills.mdx,86,| [Custom Skills](/docs/agents-sdk/skills/custom) | Creating your own skills |,| [Custom Skills](/docs/agents-sdk/python/guides/understanding-skills) | Creating your own skills |,auto,known-redirect-2
/docs/agents-sdk/skills/skill-config,/docs/agents-sdk/python/guides/understanding-skills,fern/products/agents-sdk/pages/skills/understanding-skills.mdx,87,| [Skill Configuration](/docs/agents-sdk/skills/skill-config) | Parameters and advanced options |,| [Skill Configuration](/docs/agents-sdk/python/guides/understanding-skills) | Parameters and advanced options |,auto,known-redirect-2
/docs/agents-sdk/swaig-functions/native-functions,/docs/agents-sdk/python/guides/defining-functions,fern/products/agents-sdk/pages/swaig-functions/defining-functions.mdx,96,| [Native Functions](/docs/agents-sdk/swaig-functions/native-functions) | Built-in SignalWire functions |,| [Native Functions](/docs/agents-sdk/python/guides/native-functions) | Built-in SignalWire functions |,fuzzy,agents-sdk-remap
/docs/agents-sdk/swaig-functions/parameters,/docs/agents-sdk/python/guides/defining-functions,fern/products/agents-sdk/pages/swaig-functions/defining-functions.mdx,93,| [Parameters](/docs/agents-sdk/swaig-functions/parameters) | Defining and validating function parameters |,| [Parameters](/docs/agents-sdk/python/guides/parameters) | Defining and validating function parameters |,fuzzy,agents-sdk-remap
/docs/guides/chat,/docs/browser-sdk/js/guides/chat/build-a-react-application,fern/products/browser-sdk/pages/latest/guides/chat/get-started-with-a-simple-chat-demo/index.mdx,229,- [Technical Reference](/docs/guides/chat),- [Technical Reference](/docs/platform/chat),auto,known-redirect-2
/docs/browser-sdk/guides/build-a-chat-application-with-the-browser-sdk,/docs/browser-sdk/js/guides,fern/products/browser-sdk/pages/latest/guides/core/overview.mdx,30,"<Card title=""Get Started with a Chat Application"" href=""/docs/browser-sdk/guides/build-a-chat-application-with-the-browser-sdk"" icon=""fa-solid fa-star"">","<Card title=""Get Started with a Chat Application"" href=""/docs/browser-sdk/v3/js/guides"" icon=""fa-solid fa-star"">",auto,known-redirect-2
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/guides,fern/products/browser-sdk/pages/latest/guides/core/overview.mdx,20,"  <Card title=""Getting Started with the SignalWire Video SDK"" href=""/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk"" icon=""fa-solid fa-star"">","  <Card title=""Getting Started with the SignalWire Video SDK"" href=""/docs/browser-sdk/v3/js/guides/build-a-video-app"" icon=""fa-solid fa-star"">",auto,browser-guide-rename
/docs/browser-sdk/guides/making-a-zoom-like-application,/docs/browser-sdk/js/guides,fern/products/browser-sdk/pages/latest/guides/core/overview.mdx,23,"  <Card title=""Zoom like application"" href=""/docs/browser-sdk/guides/making-a-zoom-like-application"">","  <Card title=""Zoom like application"" href=""/docs/browser-sdk/v3/js/guides/zoom-like-application"">",auto,browser-guide-rename
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/guides/display-call-thumbnails,fern/products/browser-sdk/pages/latest/guides/video/get-thumbnails-for-your-video-calls/index.mdx,56,"If you have a proxy backend (as described in the [Simple Video Demo](/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk)), you can query the Rest API for the room sessions. You can either list all room sessions with the [`GET /api/video/room_sessions`](/docs/apis/video/room-sessions/list-room-sessions) endpoint. Or if you have the id of your current room session, you can [`GET /api/video/room_sessions/{id}`](/docs/apis/video/room-sessions/get-room-session).","If you have a proxy backend (as described in the [Simple Video Demo](/docs/browser-sdk/v3/js/guides/build-a-video-app)), you can query the Rest API for the room sessions. You can either list all room sessions with the [`GET /api/video/room_sessions`](/docs/apis/video/room-sessions/list-room-sessions) endpoint. Or if you have the id of your current room session, you can [`GET /api/video/room_sessions/{id}`](/docs/apis/video/room-sessions/get-room-session).",auto,browser-guide-rename
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/display-call-thumbnails,fern/products/browser-sdk/pages/latest/guides/video/get-thumbnails-for-your-video-calls/index.mdx,74,"For the Video Client SDK running in the browser, the `previewUrl` is available in the same [RoomSession](/docs/browser-sdk/video/room-session) object you create to start the video call.","For the Video Client SDK running in the browser, the `previewUrl` is available in the same [RoomSession](/docs/browser-sdk/v3/js/reference/video/room-session) object you create to start the video call.",auto,browser-sdk-path-remap
/docs/browser-sdk/guides/making-a-zoom-like-application,/docs/browser-sdk/js/guides/build-a-video-app,fern/products/browser-sdk/pages/latest/guides/video/getting-started-with-the-signalwire-video/index.mdx,358,[Zoom like application Guide](/docs/browser-sdk/guides/making-a-zoom-like-application).,[Zoom like application Guide](/docs/browser-sdk/v3/js/guides/zoom-like-application).,auto,browser-guide-rename
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/guides/interactive-live-streaming,fern/products/browser-sdk/pages/latest/guides/video/interactive-live-streaming/index.mdx,111,our [Simple Video Demo](/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk).,our [Simple Video Demo](/docs/browser-sdk/v3/js/guides/build-a-video-app).,auto,browser-guide-rename
/docs/browser-sdk/guides/video/streaming-to-youtube-and-other-platforms,/docs/browser-sdk/js/guides/interactive-live-streaming,fern/products/browser-sdk/pages/latest/guides/video/interactive-live-streaming/index.mdx,21,"As a first option, you can use [RTMP Streaming](/docs/browser-sdk/guides/video/streaming-to-youtube-and-other-platforms).","As a first option, you can use [RTMP Streaming](/docs/browser-sdk/v3/js/guides/interactive-live-streaming).",auto,browser-guide-rename
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/interactive-live-streaming,fern/products/browser-sdk/pages/latest/guides/video/interactive-live-streaming/index.mdx,78,[RoomSession](/docs/browser-sdk/video/room-session).,[RoomSession](/docs/browser-sdk/v3/js/reference/video/room-session).,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/interactive-live-streaming,fern/products/browser-sdk/pages/latest/guides/video/interactive-live-streaming/index.mdx,97,[RoomSession](/docs/browser-sdk/video/room-session):,[RoomSession](/docs/browser-sdk/v3/js/reference/video/room-session):,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/interactive-live-streaming,fern/products/browser-sdk/pages/latest/guides/video/interactive-live-streaming/index.mdx,144,[demote](/docs/browser-sdk/video/room-session/methods/demote),[demote](/docs/browser-sdk/v3/js/reference/video/room-session/methods/demote),auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/record-calls,fern/products/browser-sdk/pages/latest/guides/video/recording-video/index.mdx,39,use the `setupRoomSession` callback to get a reference to the [`RoomSession`](/docs/browser-sdk/video/room-session) object.,use the `setupRoomSession` callback to get a reference to the [`RoomSession`](/docs/browser-sdk/v3/js/reference/video/room-session) object.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/record-calls,fern/products/browser-sdk/pages/latest/guides/video/recording-video/index.mdx,99,"exposes a RoomSession object similar to the one in the [Browser SDK](/docs/browser-sdk/video/room-session), so you","exposes a RoomSession object similar to the one in the [Browser SDK](/docs/browser-sdk/v3/js/reference/video/room-session), so you",auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/guides/record-calls,fern/products/browser-sdk/pages/latest/guides/video/recording-video/index.mdx,113,Use the [`RoomSessionRecording.stop()`](/docs/browser-sdk/video/room-session-recording) method to stop,Use the [`RoomSessionRecording.stop()`](/docs/browser-sdk/v3/js/reference/video/room-session-recording) method to stop,auto,browser-sdk-path-remap
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/guides/stream-to-platforms,fern/products/browser-sdk/pages/latest/guides/video/streaming-to-youtube-and-other-platforms/index.mdx,178,"While this demo used a PVC, you can use the same methods on a video room without the prebuilt UI. For a complete guide on building video rooms without a prebuilt UI, see [Simple Video Demo](/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk). From there, you can add start and stop stream buttons and hook them up in the same way as above.","While this demo used a PVC, you can use the same methods on a video room without the prebuilt UI. For a complete guide on building video rooms without a prebuilt UI, see [Simple Video Demo](/docs/browser-sdk/v3/js/guides/build-a-video-app). From there, you can add start and stop stream buttons and hook them up in the same way as above.",auto,browser-guide-rename
/docs/browser-sdk/js/reference/video/room-session-stream/stop,/docs/browser-sdk/js/guides/stream-to-platforms,fern/products/browser-sdk/pages/latest/guides/video/streaming-to-youtube-and-other-platforms/index.mdx,122,"Later, we will put click handlers on the start and stop buttons to call [`startStream`](/docs/browser-sdk/js/reference/video/room-session/start-stream) and [`stopStream`](/docs/browser-sdk/js/reference/video/room-session-stream/stop) respectively. The [`startStream`](/docs/browser-sdk/js/reference/video/room-session/start-stream) function is available on the Room Session object, so first we need to use the [`setupRoomSession`](/docs/platform/video) callback function on the PVC to get that object. So, the `VideoConference` constructor at the end of the embed script should look like this:","Later, we will put click handlers on the start and stop buttons to call [`startStream`](/docs/browser-sdk/js/reference/video/room-session/start-stream) and [`stopStream`](/docs/browser-sdk/v3/js/reference/video/room-session/get-streams) respectively. The [`startStream`](/docs/browser-sdk/js/reference/video/room-session/start-stream) function is available on the Room Session object, so first we need to use the [`setupRoomSession`](/docs/platform/video) callback function on the PVC to get that object. So, the `VideoConference` constructor at the end of the embed script should look like this:",auto,known-redirect-2
/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk,/docs/browser-sdk/js/guides/switch-devices,fern/products/browser-sdk/pages/latest/guides/video/switch-webcam-or-microphone-with-signalwire-video-api.mdx,20,"It is very easy to switch between input devices once you have the SDK up and running. However, if you haven't yet set up a video conference project using the Video SDK, you can check out the [Simple Video Demo](/docs/browser-sdk/guides/build-a-video-calling-application-with-the-browser-sdk) guide first.","It is very easy to switch between input devices once you have the SDK up and running. However, if you haven't yet set up a video conference project using the Video SDK, you can check out the [Simple Video Demo](/docs/browser-sdk/v3/js/guides/build-a-video-app) guide first.",auto,browser-guide-rename
/docs/browser-sdk/guides/displaying-call-thumbnails,/docs/browser-sdk/js/guides/zoom-like-application,fern/products/browser-sdk/pages/latest/guides/video/zoom-clone-2/index.mdx,572,with a `<RoomPreview/>` component ([described in detail here](/docs/browser-sdk/guides/displaying-call-thumbnails)).,with a `<RoomPreview/>` component ([described in detail here](/docs/browser-sdk/v3/js/guides/display-call-thumbnails)).,auto,browser-guide-rename
/docs/browser-sdk/js/reference/chat/client/methods/getMessages,/docs/browser-sdk/js/reference/chat/client,fern/products/browser-sdk/pages/latest/reference/chat/Client/index.mdx,71,This is a utility object that aids in pagination. It is specifically used in conjunction with the [getMessages](/docs/browser-sdk/js/reference/chat/client/methods/getMessages) method.,This is a utility object that aids in pagination. It is specifically used in conjunction with the [getMessages](/docs/browser-sdk/v3/js/reference/chat/client/get-messages) method.,auto,browser-client-methods
/docs/browser-sdk/js/reference/chat/client/methods/unsubscribe,/docs/browser-sdk/js/reference/chat/client/subscribe,fern/products/browser-sdk/pages/latest/reference/chat/Client/methods/subscribe.mdx,12,"Note that the `subscribe` function is idempotent, and calling it again with a different set of channels _will not_ unsubscribe you from the old ones. To unsubscribe, use [unsubscribe](/docs/browser-sdk/js/reference/chat/client/methods/unsubscribe).","Note that the `subscribe` function is idempotent, and calling it again with a different set of channels _will not_ unsubscribe you from the old ones. To unsubscribe, use [unsubscribe](/docs/browser-sdk/v3/js/reference/chat/client/unsubscribe).",auto,browser-client-methods
/docs/browser-sdk/js/reference/call-fabric,/docs/browser-sdk/js,fern/products/browser-sdk/pages/latest/reference/core/overview.mdx,38,"  <Card title=""SignalWire Client"" icon=""fa-solid fa-server"" href=""/docs/browser-sdk/js/reference/call-fabric"">","  <Card title=""SignalWire Client"" icon=""fa-solid fa-server"" href=""/docs/browser-sdk/v3/js"">",auto,known-redirect-2
/docs/browser-sdk/js/reference/pub-sub,/docs/browser-sdk/js,fern/products/browser-sdk/pages/latest/reference/core/overview.mdx,35,"  <Card title=""PubSub"" icon=""fa-solid fa-tower-broadcast"" href=""/docs/browser-sdk/js/reference/pub-sub"">","  <Card title=""PubSub"" icon=""fa-solid fa-tower-broadcast"" href=""/docs/browser-sdk/v3/js/reference/pubsub"">",auto,known-redirect-2
/docs/browser-sdk/js/reference/web-rtc,/docs/browser-sdk/js,fern/products/browser-sdk/pages/latest/reference/core/overview.mdx,41,"  <Card title=""WebRTC"" icon=""fa-solid fa-globe"" href=""/docs/browser-sdk/js/reference/web-rtc"">","  <Card title=""WebRTC"" icon=""fa-solid fa-globe"" href=""/docs/browser-sdk/v3/js"">",auto,known-redirect-2
/docs/browser-sdk/pubsub/client,/docs/browser-sdk/js/reference/pubsub,fern/products/browser-sdk/pages/latest/reference/pubsub/overview.mdx,12,- [Client](/docs/browser-sdk/pubsub/client),- [Client](/docs/browser-sdk/v3/js/reference/pubsub/client),auto,browser-sdk-path-remap
/docs/browser-sdk/pubsub/message,/docs/browser-sdk/js/reference/pubsub,fern/products/browser-sdk/pages/latest/reference/pubsub/overview.mdx,13,- [PubSubMessage](/docs/browser-sdk/pubsub/message),- [PubSubMessage](/docs/browser-sdk/v3/js/reference/pubsub),auto,known-redirect-2
/docs/browser-sdk/pubsub/message,/docs/browser-sdk/js/reference/pubsub/client/events,fern/products/browser-sdk/pages/latest/reference/pubsub/pubsub-client/events.mdx,36,  The received message. See [`PubSubMessage`](/docs/browser-sdk/pubsub/message) for more details.,  The received message. See [`PubSubMessage`](/docs/browser-sdk/v3/js/reference/pubsub) for more details.,auto,known-redirect-2
/docs/browser-sdk/signalwire-client/client/conversation#join,/docs/browser-sdk/js/reference/signalwire/client/chat,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/chat.mdx,124,were already joined to the conversation. This is the same function as [`conversation.join`](/docs/browser-sdk/signalwire-client/client/conversation#join).,were already joined to the conversation. This is the same function as [`conversation.join`](/docs/browser-sdk/v3/js/reference/signalwire/client/conversation#join).,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/conversation#sendmessage,/docs/browser-sdk/js/reference/signalwire/client/chat,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/chat.mdx,98,This is the same function as [`conversation.sendMessage`](/docs/browser-sdk/signalwire-client/client/conversation#sendmessage).,This is the same function as [`conversation.sendMessage`](/docs/browser-sdk/v3/js/reference/signalwire/client/conversation#sendmessage).,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/chat#join,/docs/browser-sdk/js/reference/signalwire/client/conversation,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/conversation.mdx,262,were already joined to the conversation. This is the same function as [`chat.join`](/docs/browser-sdk/signalwire-client/client/chat#join).,were already joined to the conversation. This is the same function as [`chat.join`](/docs/browser-sdk/v3/js/reference/signalwire/client/chat#join).,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/chat#sendmessage,/docs/browser-sdk/js/reference/signalwire/client/conversation,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/conversation.mdx,237,Sends a Chat Message to the Conversation. This is the same function as [`chat.sendMessage`](/docs/browser-sdk/signalwire-client/client/chat#sendmessage).,Sends a Chat Message to the Conversation. This is the same function as [`chat.sendMessage`](/docs/browser-sdk/v3/js/reference/signalwire/client/chat#sendmessage).,auto,browser-sdk-path-remap
/docs/browser-sdk/js/reference/signalwire/client/methods/connect,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,165,"  <Card title=""connect"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/connect"">","  <Card title=""connect"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/connect"">",auto,browser-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/dial,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,153,"  <Card title=""dial"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/dial"">","  <Card title=""dial"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/dial"">",auto,browser-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/disconnect,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,168,"  <Card title=""disconnect"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/disconnect"">","  <Card title=""disconnect"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/disconnect"">",auto,browser-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/get-subscriber-info,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,162,"  <Card title=""getSubscriberInfo"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/get-subscriber-info"">","  <Card title=""getSubscriberInfo"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/get-subscriber-info"">",auto,browser-sw-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/offline,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,159,"  <Card title=""offline"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/offline"">","  <Card title=""offline"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/offline"">",auto,browser-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/online,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,156,"  <Card title=""online"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/online"">","  <Card title=""online"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/online"">",auto,browser-client-methods
/docs/browser-sdk/js/reference/signalwire/client/methods/update-token,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,171,"  <Card title=""updateToken"" href=""/docs/browser-sdk/js/reference/signalwire/client/methods/update-token"">","  <Card title=""updateToken"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/update-token"">",auto,browser-sw-client-methods
/docs/browser-sdk/signalwire-client#authentication,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,56,    The [access token](/docs/browser-sdk/signalwire-client#authentication) for the subscriber.,    The [access token](/docs/browser-sdk/v3/js/reference/signalwire#authentication) for the subscriber.,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/address,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,187,"  <Card title=""Address"" href=""/docs/browser-sdk/signalwire-client/client/address"">","  <Card title=""Address"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/address"">",auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/chat,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,190,"  <Card title=""Chat"" href=""/docs/browser-sdk/signalwire-client/client/chat"">","  <Card title=""Chat"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/chat"">",auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client/conversation,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,193,"  <Card title=""Conversation"" href=""/docs/browser-sdk/signalwire-client/client/conversation"">","  <Card title=""Conversation"" href=""/docs/browser-sdk/v3/js/reference/signalwire/client/conversation"">",auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/utils#buildvideoelement,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,70,You can manage the DOM yourself by not specifying a `rootElement` here and using the [`buildVideoElement`](/docs/browser-sdk/signalwire-client/utils#buildvideoelement) function instead.,You can manage the DOM yourself by not specifying a `rootElement` here and using the [`buildVideoElement`](/docs/browser-sdk/v3/js/reference/signalwire/utils#buildvideoelement) function instead.,auto,browser-sdk-path-remap
/docs/browser-sdk/video/room-session,/docs/browser-sdk/js/reference/signalwire/client,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/index.mdx,266,Extends [`RoomSession`](/docs/browser-sdk/video/room-session).,Extends [`RoomSession`](/docs/browser-sdk/v3/js/reference/video/room-session).,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/utils#buildvideoelement,/docs/browser-sdk/js/reference/signalwire/client/dial,fern/products/browser-sdk/pages/latest/reference/signalwire-client/client/methods/dial.mdx,33,You can manage the DOM yourself by not specifying a `rootElement` here and using the [`buildVideoElement`](/docs/browser-sdk/signalwire-client/utils#buildvideoelement) function instead.,You can manage the DOM yourself by not specifying a `rootElement` here and using the [`buildVideoElement`](/docs/browser-sdk/v3/js/reference/signalwire/utils#buildvideoelement) function instead.,auto,browser-sdk-path-remap
/browser-sdk/signalwire-client#authentication,/docs/browser-sdk/js/reference/signalwire,fern/products/browser-sdk/pages/latest/reference/signalwire-client/overview.mdx,12,[Authentication]: /docs/browser-sdk/signalwire-client#authentication,[Authentication]: /docs/browser-sdk/v3/js/reference/signalwire#authentication,auto,browser-sdk-path-remap
/browser-sdk/signalwire-client/client,/docs/browser-sdk/js/reference/signalwire,fern/products/browser-sdk/pages/latest/reference/signalwire-client/overview.mdx,11,[SignalWire Client]: /docs/browser-sdk/signalwire-client/client,[SignalWire Client]: /docs/browser-sdk/v3/js/reference/signalwire/client,auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client,/docs/browser-sdk/js/reference/signalwire/utils,fern/products/browser-sdk/pages/latest/reference/signalwire-client/utils.mdx,16,"If you have passed a `rootElement` when [instantiating the SignalWire client](/docs/browser-sdk/signalwire-client/client#instantiation), or","If you have passed a `rootElement` when [instantiating the SignalWire client](/docs/browser-sdk/v3/js/reference/signalwire/client#instantiation), or",auto,browser-sdk-path-remap
/docs/browser-sdk/signalwire-client/client,/docs/browser-sdk/js/reference/signalwire/utils,fern/products/browser-sdk/pages/latest/reference/signalwire-client/utils.mdx,17,"when [`dial`](/docs/browser-sdk/signalwire-client/client#dial)ing a call, the SDK will manage the DOM automatically; injecting the resulting video stream","when [`dial`](/docs/browser-sdk/v3/js/reference/signalwire/client#dial)ing a call, the SDK will manage the DOM automatically; injecting the resulting video stream",auto,browser-sdk-path-remap
